parameter,mean,median,sd,lower,upper,truth,bias,rmse,coverage,width,regime,replicate,start
tau_SR,0.07471391144021176,0.07414804600161824,0.01273267064644997,0.052076243943735105,0.09879228199934535,0.03,0.044713911440211765,0.044713911440211765,FALSE,0.04671603805561025,Sparse,6,medium
tau_SS,0.07536022806814094,0.0732247824069083,0.012755856465798406,0.053798402376750556,0.1000356729348127,0.03,0.04536022806814094,0.04536022806814094,FALSE,0.04623727055806215,Sparse,6,medium
xi,0.05867869049846878,0.0568014254943697,0.015192077136559356,0.03490334437546671,0.08967535421808395,0.05,0.008678690498468776,0.008678690498468776,TRUE,0.05477200984261724,Sparse,6,medium
beta,0.286902855325809,0.28322359230619026,0.06298461682820469,0.17486674634253313,0.4054789550362413,0.3,-0.013097144674190986,0.013097144674190986,TRUE,0.2306122086937082,Sparse,6,high
c,0.9493919929865537,0.9497048936562248,0.0064050485491699205,0.9372661077981128,0.9602030646274827,0.95,-6.080070134462101e-4,6.080070134462101e-4,TRUE,0.022936956829369914,Sparse,6,high
eta_EE,0.07565319148273895,0.07526545353290072,0.012775800986580297,0.05428902546910978,0.10400925601578698,0.08,-0.004346808517261047,0.004346808517261047,TRUE,0.049720230546677194,Sparse,6,high
eta_EI,0.07585031421456669,0.07519089659173565,0.014249633038159664,0.05003690911979918,0.10343865871975094,0.08,-0.004149685785433316,0.004149685785433316,TRUE,0.05340174959995176,Sparse,6,high
eta_ER,0.0767994857962085,0.07674630044739737,0.012064898844690858,0.05583022993787598,0.09927741878288632,0.08,-0.003200514203791499,0.003200514203791499,TRUE,0.04344718884501034,Sparse,6,high
eta_II,0.07737583249452877,0.07711548487764788,0.012774835661093347,0.05427084996157763,0.10197620793554811,0.04,0.03737583249452877,0.03737583249452877,FALSE,0.04770535797397048,Sparse,6,high
eta_IR,0.07536295717595652,0.07541701875532052,0.013092826922913761,0.05096790179399121,0.10325501604493129,0.08,-0.00463704282404348,0.00463704282404348,TRUE,0.05228711425094008,Sparse,6,high
eta_RR,0.07769345567482977,0.07764128124062847,0.012199916760251209,0.056184836947980474,0.10012664326035317,0.08,-0.0023065443251702317,0.0023065443251702317,TRUE,0.0439418063123727,Sparse,6,high
eta_SE,0.07826074624333001,0.0790965281548883,0.012502435899702981,0.05477977466105292,0.10311123537806816,0.08,-0.0017392537566699867,0.0017392537566699867,TRUE,0.04833146071701524,Sparse,6,high
eta_SI,0.07588338433591763,0.0745924436937023,0.01445875556935238,0.05303974514678425,0.10837608107120214,0.05,0.025883384335917622,0.025883384335917622,FALSE,0.05533633592441789,Sparse,6,high
eta_SR,0.07753927894985721,0.07670720914786668,0.013252314951561903,0.053290442519403326,0.10484249720077704,0.08,-0.0024607210501427917,0.0024607210501427917,TRUE,0.051552054681373714,Sparse,6,high
eta_SS,0.0772485771051979,0.07484790640146588,0.014576058023321212,0.0507402072354443,0.1098721226294185,0.08,-0.002751422894802097,0.002751422894802097,TRUE,0.05913191539397421,Sparse,6,high
gamma,0.2608491235983191,0.2543682327120474,0.06028499007624109,0.15890535636240352,0.38267125927900186,0.25,0.010849123598319077,0.010849123598319077,TRUE,0.22376590291659834,Sparse,6,high
kappa,0.41024872457198663,0.4125658471404935,0.09252011469846201,0.2560960503696959,0.576019399671215,0.4,0.010248724571986612,0.010248724571986612,TRUE,0.31992334930151906,Sparse,6,high
p_E,0.594679795526108,0.5898898002512929,0.04212640957953329,0.5302990550050432,0.6838038634424772,0.6,-0.005320204473892032,0.005320204473892032,TRUE,0.15350480843743408,Sparse,6,high
p_I,0.8344419233261027,0.837070616662652,0.03329306246016925,0.7668922948597523,0.899794193001637,0.85,-0.015558076673897303,0.015558076673897303,TRUE,0.1329018981418847,Sparse,6,high
s,0.9002215542195402,0.9004562414049361,0.009236052283598804,0.8827415702728344,0.9160776669441144,0.9,2.215542195401765e-4,2.215542195401765e-4,TRUE,0.03333609667128001,Sparse,6,high
tau_EE,0.07560684676405564,0.07441006106932706,0.014108104955830123,0.05179067277364187,0.10592292736916226,0.03,0.045606846764055645,0.045606846764055645,FALSE,0.05413225459552039,Sparse,6,high
tau_EI,0.07669714428205783,0.07611292787314418,0.014297880392818828,0.05292632375775848,0.10410127707289987,0.03,0.04669714428205783,0.04669714428205783,FALSE,0.051174953315141394,Sparse,6,high
tau_ER,0.07139204449508181,0.07255722936546521,0.01343178671800925,0.04521362197072743,0.0984135538930993,0.03,0.04139204449508181,0.04139204449508181,FALSE,0.05319993192237187,Sparse,6,high
tau_II,0.07522013390054848,0.07461240950351399,0.014044069175671886,0.05374426826348339,0.10388743285525687,0.07,0.005220133900548471,0.005220133900548471,TRUE,0.050143164591773474,Sparse,6,high
tau_IR,0.07627329754987255,0.07449485698056098,0.012633604639240624,0.05464238947825005,0.10566422333315123,0.03,0.046273297549872555,0.046273297549872555,FALSE,0.05102183385490118,Sparse,6,high
tau_RR,0.07502032448434708,0.0742360803945368,0.012631352306304001,0.052800605961799474,0.10330271232706296,0.03,0.04502032448434708,0.04502032448434708,FALSE,0.05050210636526349,Sparse,6,high
tau_SE,0.0749074574901759,0.07437557758353835,0.013785418252177889,0.04950600440184569,0.10417888519787129,0.03,0.0449074574901759,0.0449074574901759,FALSE,0.0546728807960256,Sparse,6,high
tau_SI,0.0786254421260018,0.07760827224241076,0.01507914745659442,0.053948183751953385,0.10928850261627619,0.06,0.0186254421260018,0.0186254421260018,TRUE,0.05534031886432281,Sparse,6,high
tau_SR,0.07288490160015702,0.07247143365687267,0.013075896124340847,0.050216434505420196,0.09797565164592266,0.03,0.042884901600157024,0.042884901600157024,FALSE,0.047759217140502463,Sparse,6,high
tau_SS,0.07482356897649897,0.0741034014000358,0.013149330274348987,0.05022948365673316,0.1052184187855571,0.03,0.04482356897649897,0.04482356897649897,FALSE,0.05498893512882394,Sparse,6,high
xi,0.06360850757616793,0.06129135801545955,0.017972094668860704,0.03246183449004812,0.10280748511852704,0.05,0.013608507576167925,0.013608507576167925,TRUE,0.07034565062847892,Sparse,6,high
beta,0.3033080944644852,0.29718679435457857,0.062763024018308,0.2039227890516275,0.4414823221917127,0.3,0.0033080944644852117,0.0033080944644852117,TRUE,0.23755953314008518,Sparse,7,low
c,0.9489805294834702,0.9485959887426463,0.006157063993254063,0.9370363569599676,0.9603340542924682,0.95,-0.0010194705165297302,0.0010194705165297302,TRUE,0.023297697332500644,Sparse,7,low
eta_EE,0.0769631188751548,0.07615826892984758,0.014708071333912437,0.05102861525550101,0.10554820790457307,0.08,-0.003036881124845195,0.003036881124845195,TRUE,0.054519592649072066,Sparse,7,low
eta_EI,0.0769245864359104,0.07615862322026458,0.014072985099294784,0.05387410655839763,0.10697731651377845,0.08,-0.0030754135640896074,0.0030754135640896074,TRUE,0.05310320995538082,Sparse,7,low
eta_ER,0.0757151021539074,0.07520607780483357,0.012097851198455049,0.05419974025926001,0.0988699112359231,0.08,-0.0042848978460926085,0.0042848978460926085,TRUE,0.04467017097666309,Sparse,7,low
eta_II,0.07959919930096958,0.07896489468584128,0.015018298497459979,0.05450945122110001,0.10820079643785019,0.04,0.03959919930096958,0.03959919930096958,FALSE,0.05369134521675018,Sparse,7,low
eta_IR,0.07860285111932729,0.07736201176919087,0.012329106716483665,0.05710872744604258,0.10357151442748438,0.08,-0.0013971488806727161,0.0013971488806727161,TRUE,0.0464627869814418,Sparse,7,low
eta_RR,0.07646209126926427,0.07505498754753803,0.014607694009583151,0.051255533557761614,0.10875150612198828,0.08,-0.003537908730735728,0.003537908730735728,TRUE,0.057495972564226665,Sparse,7,low
eta_SE,0.077889911375731,0.07733207049040809,0.0145389094669474,0.05108016323927848,0.10934513767644709,0.08,-0.0021100886242690076,0.0021100886242690076,TRUE,0.05826497443716861,Sparse,7,low
eta_SI,0.0772127877216651,0.07626748225515473,0.013863631115316383,0.051280707468559776,0.10639690198144534,0.05,0.02721278772166509,0.02721278772166509,FALSE,0.05511619451288557,Sparse,7,low
eta_SR,0.0754922874007016,0.07478040666695776,0.012815178325529211,0.05293621586998929,0.10246433088012068,0.08,-0.0045077125992984,0.0045077125992984,TRUE,0.049528115010131386,Sparse,7,low
eta_SS,0.07733695309858286,0.07656781349598962,0.01414065489065037,0.05389566060693755,0.11029385629906341,0.08,-0.0026630469014171376,0.0026630469014171376,TRUE,0.05639819569212586,Sparse,7,low
gamma,0.25492419602816113,0.2512778963269724,0.04907088874122511,0.17214132094260903,0.34555361330011347,0.25,0.004924196028161132,0.004924196028161132,TRUE,0.17341229235750444,Sparse,7,low
kappa,0.4019988071804057,0.40418364540763263,0.07892349141870014,0.2522866779728466,0.5541682756591938,0.4,0.0019988071804056817,0.0019988071804056817,TRUE,0.3018815976863472,Sparse,7,low
p_E,0.6052486553609725,0.6060258947296742,0.04371556367934824,0.5298630340713403,0.6847607382987314,0.6,0.005248655360972521,0.005248655360972521,TRUE,0.15489770422739113,Sparse,7,low
p_I,0.822631192071732,0.8249976062386363,0.04158030738355813,0.7510757312140288,0.8910094377299362,0.85,-0.027368807928268013,0.027368807928268013,TRUE,0.13993370651590742,Sparse,7,low
s,0.9004709089373097,0.9009928826360645,0.010705220793771538,0.8785065090311953,0.9198872496871425,0.9,4.7090893730972194e-4,4.7090893730972194e-4,TRUE,0.04138074065594721,Sparse,7,low
tau_EE,0.0751313663148986,0.0729406957702656,0.01386433353915143,0.0528176545931318,0.10474684101688092,0.03,0.0451313663148986,0.0451313663148986,FALSE,0.05192918642374912,Sparse,7,low
tau_EI,0.07569033725932883,0.07493091491182381,0.014702166897680991,0.052432576402529504,0.10822543902849976,0.03,0.045690337259328834,0.045690337259328834,FALSE,0.05579286262597026,Sparse,7,low
tau_ER,0.07598548877124668,0.07560000464558073,0.011997029928272831,0.055061037944458956,0.10203903388419454,0.03,0.04598548877124668,0.04598548877124668,FALSE,0.04697799593973558,Sparse,7,low
tau_II,0.07472211773659249,0.07422830952938744,0.014468176071262122,0.0490417864098402,0.11274364053100956,0.07,0.004722117736592479,0.004722117736592479,TRUE,0.06370185412116935,Sparse,7,low
tau_IR,0.07328576753694838,0.07245275706258517,0.012127288378539767,0.05208315834735652,0.09737240113708288,0.03,0.04328576753694838,0.04328576753694838,FALSE,0.04528924278972636,Sparse,7,low
tau_RR,0.07703111979829583,0.07460660221586894,0.014162057395992198,0.053329368333848055,0.10958996343349485,0.03,0.04703111979829583,0.04703111979829583,FALSE,0.056260595099646794,Sparse,7,low
tau_SE,0.07323515817600905,0.07256672111862797,0.01484535341814846,0.048860117322480495,0.10757604724776626,0.03,0.04323515817600905,0.04323515817600905,FALSE,0.058715929925285765,Sparse,7,low
tau_SI,0.07464706459520853,0.0744606244388453,0.012825462260903893,0.04610269522588112,0.10002008678278984,0.06,0.014647064595208537,0.014647064595208537,TRUE,0.05391739155690872,Sparse,7,low
tau_SR,0.07204704760301277,0.07148305678126485,0.013008143409075239,0.048192892765567805,0.09886449497290441,0.03,0.04204704760301277,0.04204704760301277,FALSE,0.0506716022073366,Sparse,7,low
tau_SS,0.07390562153215827,0.07362200189948201,0.013274141524752052,0.05113179332117073,0.09819695299631959,0.03,0.04390562153215827,0.04390562153215827,FALSE,0.047065159675148856,Sparse,7,low
xi,0.0700199793066657,0.06485948423926978,0.02795168530938705,0.030951626911798064,0.13510283328448586,0.05,0.0200199793066657,0.0200199793066657,TRUE,0.1041512063726878,Sparse,7,low
beta,0.30876061324345117,0.3063597023243242,0.06311566728097814,0.17782507738268108,0.4234319832943497,0.3,0.008760613243451176,0.008760613243451176,TRUE,0.24560690591166864,Sparse,7,medium
c,0.9503573358871973,0.9508776447044114,0.005980231829135295,0.9378372485409713,0.9598825730967132,0.95,3.573358871973298e-4,3.573358871973298e-4,TRUE,0.02204532455574193,Sparse,7,medium
eta_EE,0.07566606915178598,0.07568075057579964,0.013116315146512698,0.05109962200603414,0.1025089755375854,0.08,-0.0043339308482140265,0.0043339308482140265,TRUE,0.05140935353155125,Sparse,7,medium
eta_EI,0.07420309164356191,0.07350930257876015,0.012845735263334103,0.05359122194519374,0.09870905837264544,0.08,-0.005796908356438091,0.005796908356438091,TRUE,0.04511783642745171,Sparse,7,medium
eta_ER,0.078377338829066,0.07818359548183584,0.014677693015288908,0.0494005481948003,0.11489988660675522,0.08,-0.0016226611709340005,0.0016226611709340005,TRUE,0.06549933841195492,Sparse,7,medium
eta_II,0.07520587806118649,0.0746148281024975,0.013455923505110762,0.04641374215127245,0.10031851307339419,0.04,0.03520587806118649,0.03520587806118649,FALSE,0.053904770922121745,Sparse,7,medium
eta_IR,0.07602196884286619,0.07505300830446743,0.015423792091737243,0.05242315048435954,0.11124976704722736,0.08,-0.003978031157133813,0.003978031157133813,TRUE,0.05882661656286782,Sparse,7,medium
eta_RR,0.07762496515221252,0.07750114823130251,0.013428862245232515,0.05561685617642306,0.10466094293612929,0.08,-0.002375034847787477,0.002375034847787477,TRUE,0.04904408675970623,Sparse,7,medium
eta_SE,0.07320608114486006,0.07274394002007964,0.013080844088218283,0.050080661608341154,0.09887583452790669,0.08,-0.006793918855139941,0.006793918855139941,TRUE,0.04879517291956553,Sparse,7,medium
eta_SI,0.07792359006414919,0.07755626654886001,0.01353484190458026,0.05646859950655323,0.10485716504245486,0.05,0.027923590064149184,0.027923590064149184,FALSE,0.04838856553590163,Sparse,7,medium
eta_SR,0.07874077491538693,0.07798465699130482,0.012942292774891923,0.05820695747809477,0.10436934582877552,0.08,-0.0012592250846130693,0.0012592250846130693,TRUE,0.046162388350680754,Sparse,7,medium
eta_SS,0.078057188968029,0.0768841604759315,0.014322645524855016,0.0532765808068003,0.10614164018090477,0.08,-0.001942811031970998,0.001942811031970998,TRUE,0.052865059374104476,Sparse,7,medium
gamma,0.3218200828261986,0.31974344505804886,0.0565602319875258,0.2257081573728486,0.4228674620012982,0.25,0.07182008282619862,0.07182008282619862,TRUE,0.1971593046284496,Sparse,7,medium
kappa,0.34187814592287635,0.3339062826994753,0.07599907570824538,0.2203717929879459,0.5157796172073815,0.4,-0.05812185407712367,0.05812185407712367,TRUE,0.2954078242194356,Sparse,7,medium
p_E,0.5813818986885538,0.5846601987611784,0.04063191584222844,0.4922080982518493,0.6527235241925882,0.6,-0.018618101311446145,0.018618101311446145,TRUE,0.16051542594073887,Sparse,7,medium
p_I,0.8326770856208575,0.8330721804097525,0.031446491322213686,0.7692063852768372,0.8898452688136341,0.85,-0.017322914379142462,0.017322914379142462,TRUE,0.12063888353679697,Sparse,7,medium
s,0.899343328925134,0.8988813279633681,0.010424922915497141,0.8798033376329554,0.9188088364128685,0.9,-6.566710748659998e-4,6.566710748659998e-4,TRUE,0.039005498779913106,Sparse,7,medium
tau_EE,0.07669677291845622,0.0757384962495902,0.013095199679865764,0.054947834681606036,0.10213936224349206,0.03,0.046696772918456225,0.046696772918456225,FALSE,0.04719152756188602,Sparse,7,medium
tau_EI,0.07542558859097247,0.07526956285635869,0.013548956141254113,0.05082670937339211,0.10608919347648664,0.03,0.04542558859097247,0.04542558859097247,FALSE,0.055262484103094534,Sparse,7,medium
tau_ER,0.07425065194809416,0.07279397916947514,0.013752009943048895,0.0499924537710298,0.10167645271973301,0.03,0.04425065194809416,0.04425065194809416,FALSE,0.05168399894870321,Sparse,7,medium
tau_II,0.07509518063875885,0.07485569854590174,0.012965865170505096,0.049300116833700065,0.09899476406686325,0.07,0.005095180638758842,0.005095180638758842,TRUE,0.049694647233163185,Sparse,7,medium
tau_IR,0.07474448163276398,0.07341967118979414,0.01341127544891661,0.05098760518342881,0.10134405835340082,0.03,0.04474448163276398,0.04474448163276398,FALSE,0.05035645316997201,Sparse,7,medium
tau_RR,0.07427291063416604,0.07271637611310172,0.012956945896605149,0.05364403223817315,0.10184789315208723,0.03,0.04427291063416604,0.04427291063416604,FALSE,0.04820386091391408,Sparse,7,medium
tau_SE,0.07242138827907256,0.0713237519053484,0.013496008657975102,0.0487226466627292,0.10288235149415592,0.03,0.04242138827907256,0.04242138827907256,FALSE,0.05415970483142672,Sparse,7,medium
tau_SI,0.07316204703041702,0.07348851675353119,0.012919089944778151,0.048928131312876405,0.09861297122073995,0.06,0.013162047030417026,0.013162047030417026,TRUE,0.04968483990786354,Sparse,7,medium
tau_SR,0.07584062776324388,0.07641499913923355,0.0139726158377816,0.051286628193051784,0.10781666634455792,0.03,0.04584062776324388,0.04584062776324388,FALSE,0.05653003815150613,Sparse,7,medium
tau_SS,0.07497463787393814,0.07331858216960693,0.013447158621689666,0.05246501894034153,0.10726867635142906,0.03,0.04497463787393814,0.04497463787393814,FALSE,0.05480365741108753,Sparse,7,medium
xi,0.0659919513725098,0.06754489250477719,0.018269031867191525,0.030194808754624526,0.10063251797025353,0.05,0.01599195137250979,0.01599195137250979,TRUE,0.070437709215629,Sparse,7,medium
beta,0.27403248862842766,0.2714207055048067,0.05299556150217322,0.18678629842747085,0.39279204269664714,0.3,-0.025967511371572327,0.025967511371572327,TRUE,0.20600574426917628,Sparse,7,high
c,0.9498948856812549,0.9493394270713886,0.006275908188990106,0.9379938059390086,0.96204065525817,0.95,-1.0511431874504762e-4,1.0511431874504762e-4,TRUE,0.024046849319161345,Sparse,7,high
eta_EE,0.07829155783190794,0.07651668337738307,0.01616566136463286,0.05088816089251448,0.11932090361177208,0.08,-0.0017084421680920586,0.0017084421680920586,TRUE,0.0684327427192576,Sparse,7,high
eta_EI,0.07664204053534546,0.0763871867262359,0.012645508892991122,0.050215101863151305,0.09988832648040022,0.08,-0.0033579594646545446,0.0033579594646545446,TRUE,0.049673224617248914,Sparse,7,high
eta_ER,0.07706419494330745,0.07607010684013782,0.012142995274087978,0.05492329927003106,0.10120202522069228,0.08,-0.002935805056692553,0.002935805056692553,TRUE,0.04627872595066122,Sparse,7,high
eta_II,0.07910520808166908,0.0773047318331255,0.01242138131775613,0.057563210945525356,0.10215185079197371,0.04,0.039105208081669084,0.039105208081669084,FALSE,0.044588639846448355,Sparse,7,high
eta_IR,0.07796592720286193,0.07763698540884337,0.013477854832293589,0.05495067056839816,0.10309820446603199,0.08,-0.0020340727971380757,0.0020340727971380757,TRUE,0.04814753389763383,Sparse,7,high
eta_RR,0.07544734608838417,0.07563779845001739,0.014053784938790817,0.05066872978758104,0.10241909579187158,0.08,-0.004552653911615828,0.004552653911615828,TRUE,0.051750366004290546,Sparse,7,high
eta_SE,0.0771488225484021,0.07584109312304796,0.015247859527162056,0.05160183092811972,0.11343716714785042,0.08,-0.0028511774515979083,0.0028511774515979083,TRUE,0.0618353362197307,Sparse,7,high
eta_SI,0.07630280809829453,0.07441238303175174,0.013372439325461713,0.05327465051049522,0.10669869154448887,0.05,0.026302808098294522,0.026302808098294522,FALSE,0.05342404103399365,Sparse,7,high
eta_SR,0.07534260005948049,0.07410800087504811,0.012986174027461616,0.05635848947748302,0.10470753206458881,0.08,-0.004657399940519516,0.004657399940519516,TRUE,0.04834904258710579,Sparse,7,high
eta_SS,0.07570773371739935,0.07499378514045595,0.012445208676776728,0.05176887265207567,0.10240567386717221,0.08,-0.004292266282600654,0.004292266282600654,TRUE,0.05063680121509654,Sparse,7,high
gamma,0.2644086337680049,0.2552345800856614,0.06487452041373,0.17369204449045406,0.44542365185974153,0.25,0.014408633768004886,0.014408633768004886,TRUE,0.2717316073692875,Sparse,7,high
kappa,0.4019955086441778,0.3878734001150912,0.07853986197255867,0.2733000038055414,0.5777907837757071,0.4,0.0019955086441778014,0.0019955086441778014,TRUE,0.3044907799701657,Sparse,7,high
p_E,0.604752641605878,0.6045665829723701,0.052216852867860965,0.5040138195426047,0.71475582843803,0.6,0.004752641605878072,0.004752641605878072,TRUE,0.21074200889542527,Sparse,7,high
p_I,0.8405102615799218,0.8411515171047306,0.03799628682308362,0.7613547273395134,0.9107637733463562,0.85,-0.009489738420078164,0.009489738420078164,TRUE,0.1494090460068428,Sparse,7,high
s,0.9001962652066429,0.8997925723729411,0.011851909932652605,0.8761696493479134,0.9229556860482762,0.9,1.9626520664284275e-4,1.9626520664284275e-4,TRUE,0.04678603670036274,Sparse,7,high
tau_EE,0.07471817784830745,0.07419848249649938,0.014083648896783508,0.048636812321029524,0.10192699288831784,0.03,0.04471817784830745,0.04471817784830745,FALSE,0.05329018056728832,Sparse,7,high
tau_EI,0.07376268981540843,0.07347907195111614,0.012147553400655028,0.0529890283918929,0.09886630787168858,0.03,0.04376268981540843,0.04376268981540843,FALSE,0.04587727947979568,Sparse,7,high
tau_ER,0.07535796981514213,0.0750365398195634,0.01543499631589156,0.051569732083549695,0.10616466980923789,0.03,0.04535796981514213,0.04535796981514213,FALSE,0.05459493772568819,Sparse,7,high
tau_II,0.07650378539910617,0.07544742188870845,0.013612205143858348,0.05409617914225448,0.1052712984708491,0.07,0.006503785399106163,0.006503785399106163,TRUE,0.051175119328594615,Sparse,7,high
tau_IR,0.07356096670229666,0.07103592822229343,0.012710714166387634,0.05383924450705486,0.10225883664693938,0.03,0.04356096670229666,0.04356096670229666,FALSE,0.048419592139884525,Sparse,7,high
tau_RR,0.07566934255689721,0.07303237695342477,0.015488956108939234,0.05190535201951824,0.11355504589767593,0.03,0.04566934255689721,0.04566934255689721,FALSE,0.061649693878157684,Sparse,7,high
tau_SE,0.07590125212457455,0.07256956844688589,0.01596843118524843,0.0513674926623813,0.11130983981561504,0.03,0.04590125212457455,0.04590125212457455,FALSE,0.05994234715323374,Sparse,7,high
tau_SI,0.07644196240034931,0.07578285472183122,0.014356913657665666,0.05185705198416457,0.10508757032677621,0.06,0.016441962400349314,0.016441962400349314,TRUE,0.05323051834261164,Sparse,7,high
tau_SR,0.07610682417909197,0.0757219029207111,0.013835956044843918,0.05416615493771167,0.10953031031598852,0.03,0.04610682417909197,0.04610682417909197,FALSE,0.055364155378276846,Sparse,7,high
tau_SS,0.07814885702170705,0.07651782854652026,0.015328079616766362,0.05423261968368444,0.1217823544318233,0.03,0.048148857021707056,0.048148857021707056,FALSE,0.06754973474813886,Sparse,7,high
xi,0.06505595913198009,0.06335864932906782,0.020203583982190305,0.03004813756190659,0.10777259756720937,0.05,0.015055959131980087,0.015055959131980087,TRUE,0.07772446000530278,Sparse,7,high
beta,0.31863283797302455,0.3149045759775624,0.06030045568802149,0.21017046731106795,0.4392689374583061,0.3,0.018632837973024563,0.018632837973024563,TRUE,0.22909847014723814,Sparse,8,low
c,0.9498744573667403,0.9501301736166572,0.006222962568375104,0.936948881440247,0.961721358461386,0.95,-1.2554263325970094e-4,1.2554263325970094e-4,TRUE,0.02477247702113894,Sparse,8,low
eta_EE,0.07620832753968573,0.07463607948082582,0.01185076023789584,0.057143099920246514,0.10275739210224434,0.08,-0.0037916724603142687,0.0037916724603142687,TRUE,0.04561429218199783,Sparse,8,low
eta_EI,0.07592614392689305,0.07466180098767274,0.01301466188424531,0.05210045742500318,0.10237637068391904,0.08,-0.004073856073106952,0.004073856073106952,TRUE,0.05027591325891586,Sparse,8,low
eta_ER,0.07720263249441597,0.07741047029669876,0.014012595137223279,0.05205996050798342,0.10419548664143495,0.08,-0.002797367505584028,0.002797367505584028,TRUE,0.05213552613345153,Sparse,8,low
eta_II,0.07857321853014854,0.07643377681893548,0.015021170126928038,0.05059890494631798,0.1104994511599322,0.04,0.038573218530148536,0.038573218530148536,FALSE,0.05990054621361422,Sparse,8,low
eta_IR,0.07701714127230307,0.07682228000638501,0.012079018069526009,0.05349349899659983,0.10096189247223668,0.08,-0.0029828587276969354,0.0029828587276969354,TRUE,0.04746839347563685,Sparse,8,low
eta_RR,0.07510367612956034,0.07364078129276294,0.014753561082410594,0.04933903673012813,0.10708219314765735,0.08,-0.004896323870439659,0.004896323870439659,TRUE,0.05774315641752922,Sparse,8,low
eta_SE,0.07784782555603575,0.07550152580898353,0.013560656531721307,0.056269317079581105,0.11091241639860434,0.08,-0.002152174443964247,0.002152174443964247,TRUE,0.05464309931902324,Sparse,8,low
eta_SI,0.07564028001640011,0.07399174524185505,0.01292099549005226,0.05287205474732792,0.10107176417445328,0.05,0.025640280016400105,0.025640280016400105,FALSE,0.048199709427125356,Sparse,8,low
eta_SR,0.07473465975307923,0.07436399122903366,0.01218133068182921,0.049776286846328795,0.09934650632562442,0.08,-0.005265340246920769,0.005265340246920769,TRUE,0.04957021947929562,Sparse,8,low
eta_SS,0.0754551606891608,0.07521769970983491,0.013976577906703135,0.04826871447263811,0.10178516186044183,0.08,-0.0045448393108391966,0.0045448393108391966,TRUE,0.053516447387803714,Sparse,8,low
gamma,0.27042967341774826,0.2674286628644422,0.06868242253850217,0.1559438576451478,0.41949956646651365,0.25,0.020429673417748262,0.020429673417748262,TRUE,0.26355570882136586,Sparse,8,low
kappa,0.3932046015223564,0.37958215889375946,0.09631768547222548,0.2557261587947197,0.6199294410039125,0.4,-0.006795398477643599,0.006795398477643599,TRUE,0.36420328220919274,Sparse,8,low
p_E,0.5894863608101161,0.5946971516968228,0.04921553097525122,0.4927633811159503,0.6764623055446829,0.6,-0.010513639189883905,0.010513639189883905,TRUE,0.1836989244287326,Sparse,8,low
p_I,0.8378846062707255,0.8394865925361464,0.03178457695473116,0.7759977274960436,0.8934105199327909,0.85,-0.012115393729274504,0.012115393729274504,TRUE,0.11741279243674729,Sparse,8,low
s,0.9005493043295879,0.9008546852712187,0.01074278225508296,0.8780623407731406,0.9208189273057027,0.9,5.493043295878852e-4,5.493043295878852e-4,TRUE,0.04275658653256209,Sparse,8,low
tau_EE,0.07685016237890896,0.07582916786229657,0.013284922952383042,0.05348631110847074,0.10292535111350787,0.03,0.04685016237890896,0.04685016237890896,FALSE,0.04943904000503713,Sparse,8,low
tau_EI,0.07366111054979647,0.07369653471289357,0.012857615162670906,0.05238296132435231,0.09848280961670948,0.03,0.043661110549796475,0.043661110549796475,FALSE,0.04609984829235717,Sparse,8,low
tau_ER,0.07398687376234225,0.07257945321549172,0.013045199396117238,0.04900869464045838,0.1002930051560165,0.03,0.043986873762342255,0.043986873762342255,FALSE,0.05128431051555812,Sparse,8,low
tau_II,0.07565246583082871,0.07401187089587119,0.012292157334175194,0.05681817691927657,0.1026685960288153,0.07,0.005652465830828707,0.005652465830828707,TRUE,0.04585041910953873,Sparse,8,low
tau_IR,0.07510564470875158,0.07429982624604134,0.012662271823369242,0.056469212540362745,0.0991732858613025,0.03,0.045105644708751585,0.045105644708751585,FALSE,0.042704073320939756,Sparse,8,low
tau_RR,0.07469075350675697,0.07328879847197721,0.013945765661205348,0.0506496311839509,0.10280142561975499,0.03,0.04469075350675697,0.04469075350675697,FALSE,0.05215179443580409,Sparse,8,low
tau_SE,0.07640146674029305,0.07636251316397011,0.013665700929882028,0.05508229008209857,0.10205004805184231,0.03,0.04640146674029305,0.04640146674029305,FALSE,0.04696775796974374,Sparse,8,low
tau_SI,0.07474719599048663,0.07369514942697937,0.013408194957852266,0.05004304480103934,0.10326316811139004,0.06,0.014747195990486628,0.014747195990486628,TRUE,0.0532201233103507,Sparse,8,low
tau_SR,0.07324745359685034,0.07389690075384231,0.012934745833407554,0.04743509071612527,0.09780712285008808,0.03,0.04324745359685034,0.04324745359685034,FALSE,0.05037203213396281,Sparse,8,low
tau_SS,0.07459241090884526,0.07433719499331148,0.01344719849676387,0.051055289356911795,0.10094382172549973,0.03,0.04459241090884526,0.04459241090884526,FALSE,0.04988853236858794,Sparse,8,low
xi,0.05791825020292046,0.056441673143830196,0.01670616726086911,0.030982183070835657,0.09254258427367798,0.05,0.00791825020292046,0.00791825020292046,TRUE,0.06156040120284233,Sparse,8,low
beta,0.27842140983881614,0.2730702889617196,0.061597050985265585,0.1696299442855545,0.40579751857415974,0.3,-0.021578590161183853,0.021578590161183853,TRUE,0.23616757428860524,Sparse,8,medium
c,0.9489012262707167,0.9485593603865905,0.006474241481616514,0.9374747500133869,0.9628806800901213,0.95,-0.0010987737292832422,0.0010987737292832422,TRUE,0.025405930076734418,Sparse,8,medium
