parameter,mean,median,sd,lower,upper,truth,bias,rmse,coverage,width,regime,replicate,start
tau_SI,0.07662975025568562,0.07622960277877483,0.013552824953935446,0.05143670419660344,0.10181345494785149,0.06,0.016629750255685624,0.016629750255685624,TRUE,0.05037675075124805,High,8,low
tau_SR,0.07253618057619178,0.07246311535816113,0.013215820319541086,0.047678483532838725,0.09793472346689237,0.03,0.04253618057619178,0.04253618057619178,FALSE,0.05025623993405365,High,8,low
tau_SS,0.07724873029723824,0.07562268559928677,0.012917563602966895,0.0546472848470662,0.1032078384627543,0.03,0.04724873029723824,0.04724873029723824,FALSE,0.048560553615688104,High,8,low
xi,0.06386856247906608,0.06543954519879028,0.020528932302259943,0.029019440478520942,0.10185942729453482,0.05,0.01386856247906608,0.01386856247906608,TRUE,0.07283998681601388,High,8,low
beta,0.28282516272562375,0.2774961508941146,0.055934859177576866,0.19296567893740246,0.4068201919302402,0.3,-0.017174837274376242,0.017174837274376242,TRUE,0.21385451299283775,High,8,medium
c,0.9492602380692454,0.9496179434514302,0.006760856992872851,0.9366806655276687,0.9611668353007466,0.95,-7.397619307545344e-4,7.397619307545344e-4,TRUE,0.024486169773077937,High,8,medium
eta_EE,0.07503167397818859,0.07396800203770346,0.013729322835248988,0.05220530798488932,0.10339455567180114,0.08,-0.004968326021811409,0.004968326021811409,TRUE,0.05118924768691182,High,8,medium
eta_EI,0.07659620528741937,0.07630801249242365,0.012707351458165624,0.053078153942312224,0.10298454383475075,0.08,-0.003403794712580635,0.003403794712580635,TRUE,0.04990638989243853,High,8,medium
eta_ER,0.07512886931384753,0.07461741966534365,0.010615542013380639,0.057206592055127875,0.09550912052003141,0.08,-0.0048711306861524695,0.0048711306861524695,TRUE,0.038302528464903535,High,8,medium
eta_II,0.07795188942069949,0.07715469892669674,0.013695011720090975,0.05553561753339672,0.11116528751791377,0.04,0.037951889420699485,0.037951889420699485,FALSE,0.05562966998451705,High,8,medium
eta_IR,0.0768708805322996,0.07656531066973635,0.011660962134606049,0.05741397108816205,0.09909189333013606,0.08,-0.003129119467700406,0.003129119467700406,TRUE,0.04167792224197401,High,8,medium
eta_RR,0.077769864106615,0.07772884152129124,0.01148362716571672,0.05759319521816139,0.10012056835506399,0.08,-0.002230135893384999,0.002230135893384999,TRUE,0.042527373136902594,High,8,medium
eta_SE,0.07847559671878339,0.07732527262875066,0.014114162720308864,0.05473094392204143,0.10879303787463687,0.08,-0.001524403281216613,0.001524403281216613,TRUE,0.05406209395259544,High,8,medium
eta_SI,0.0740473560560586,0.07200979136678021,0.01407573147940485,0.049790825048037696,0.10585197793598436,0.05,0.024047356056058594,0.024047356056058594,TRUE,0.056061152887946664,High,8,medium
eta_SR,0.07621816054270729,0.07595600797281388,0.012805557766871289,0.044902577590372555,0.09901466728287592,0.08,-0.0037818394572927128,0.0037818394572927128,TRUE,0.05411208969250336,High,8,medium
eta_SS,0.07578837773561518,0.07587238515883396,0.012523144825892627,0.053662645427617485,0.10088504300845219,0.08,-0.004211622264384818,0.004211622264384818,TRUE,0.047222397580834706,High,8,medium
gamma,0.273855091663743,0.27744305397516184,0.04499037769735331,0.19231493581967363,0.3581071415834497,0.25,0.023855091663743,0.023855091663743,TRUE,0.16579220576377607,High,8,medium
kappa,0.3701914396380667,0.3594822804422149,0.09794869210099083,0.21137068536838274,0.5556409643558498,0.4,-0.0298085603619333,0.0298085603619333,TRUE,0.344270278987467,High,8,medium
p_E,0.5914412961662262,0.5907631619673659,0.044074410554898434,0.5171421686827189,0.6931676087670748,0.6,-0.008558703833773773,0.008558703833773773,TRUE,0.17602544008435594,High,8,medium
p_I,0.8508217025849948,0.8508404231244284,0.027093807798939874,0.7949677789895103,0.8999390616850683,0.85,8.217025849948101e-4,8.217025849948101e-4,TRUE,0.104971282695558,High,8,medium
s,0.9017001345798852,0.9019720403258654,0.01073032406509653,0.879231916309272,0.9221116347459398,0.9,0.0017001345798851597,0.0017001345798851597,TRUE,0.042879718436667824,High,8,medium
tau_EE,0.0749161042169641,0.07332363056539848,0.015176488602516804,0.049493891532910714,0.10825784462178684,0.03,0.0449161042169641,0.0449161042169641,FALSE,0.05876395308887612,High,8,medium
tau_EI,0.0744377241547456,0.07520732848045789,0.013089518308783863,0.050281093600105506,0.0976588386010015,0.03,0.0444377241547456,0.0444377241547456,FALSE,0.04737774500089599,High,8,medium
tau_ER,0.07659426316468658,0.07552289554128054,0.014215988227999377,0.052288492054828245,0.11567675628346899,0.03,0.04659426316468658,0.04659426316468658,FALSE,0.06338826422864074,High,8,medium
tau_II,0.07664335127655665,0.07461348005496879,0.015343788187733675,0.052073215694105925,0.11368884616588007,0.07,0.006643351276556644,0.006643351276556644,TRUE,0.061615630471774145,High,8,medium
tau_IR,0.07509699479883843,0.07395162704347974,0.013614544246216583,0.05172705878295737,0.10350937790361252,0.03,0.04509699479883843,0.04509699479883843,FALSE,0.051782319120655146,High,8,medium
tau_RR,0.07390115855178923,0.07280040222814077,0.013018495635344901,0.05159323043642004,0.1008935965950416,0.03,0.043901158551789235,0.043901158551789235,FALSE,0.04930036615862156,High,8,medium
tau_SE,0.07386489700959759,0.07441597747382792,0.014600641596978962,0.045475977477494746,0.1023894700206849,0.03,0.043864897009597587,0.043864897009597587,FALSE,0.05691349254319015,High,8,medium
tau_SI,0.07487725090784918,0.072989215880678,0.013437163296865588,0.05322434212892736,0.10944933522930503,0.06,0.01487725090784918,0.01487725090784918,TRUE,0.056224993100377665,High,8,medium
tau_SR,0.07632060895092785,0.07573637198823785,0.012661201691331347,0.05408764492486848,0.09983893908986793,0.03,0.04632060895092785,0.04632060895092785,FALSE,0.045751294164999456,High,8,medium
tau_SS,0.07502910866346961,0.07507399797230485,0.013868474617593936,0.0488082144189372,0.1037915988607816,0.03,0.04502910866346961,0.04502910866346961,FALSE,0.0549833844418444,High,8,medium
xi,0.058517278557823155,0.05831069706574237,0.016310813831373686,0.030113951027428178,0.0884177633021898,0.05,0.008517278557823152,0.008517278557823152,TRUE,0.05830381227476162,High,8,medium
beta,0.31082376006767976,0.31565770896661416,0.0504211279784492,0.2165186545207862,0.4065420487392273,0.3,0.010823760067679766,0.010823760067679766,TRUE,0.19002339421844108,High,8,high
c,0.9495325723023862,0.9498765266871257,0.005962287608143462,0.9378086127059767,0.9628561442917115,0.95,-4.674276976137648e-4,4.674276976137648e-4,TRUE,0.025047531585734806,High,8,high
eta_EE,0.07492982962759981,0.07324400734134334,0.013732451879491573,0.048617109144661,0.10736797611343257,0.08,-0.005070170372400193,0.005070170372400193,TRUE,0.058750866968771576,High,8,high
eta_EI,0.07800346367636636,0.0746539039399373,0.016241106924407257,0.05272048419468453,0.11565387582036343,0.08,-0.001996536323633641,0.001996536323633641,TRUE,0.0629333916256789,High,8,high
eta_ER,0.07649752694683808,0.07646140917268926,0.012573639070631765,0.0549961320002723,0.10554904795927925,0.08,-0.0035024730531619253,0.0035024730531619253,TRUE,0.05055291595900695,High,8,high
eta_II,0.0772706622545148,0.07592078459643213,0.013493037689243323,0.053930728118763455,0.10659278152745405,0.04,0.0372706622545148,0.0372706622545148,FALSE,0.052662053408690596,High,8,high
eta_IR,0.07497439021225623,0.07412866856197226,0.013051907608614625,0.05285285189653535,0.10306920004901866,0.08,-0.005025609787743773,0.005025609787743773,TRUE,0.05021634815248331,High,8,high
eta_RR,0.07768930040155594,0.07697203200920699,0.015048195196775204,0.050520531744502925,0.10702768700745281,0.08,-0.0023106995984440576,0.0023106995984440576,TRUE,0.05650715526294989,High,8,high
eta_SE,0.07743164973022788,0.07734624402494047,0.015429173190036794,0.04950064364606585,0.10900136614742836,0.08,-0.0025683502697721183,0.0025683502697721183,TRUE,0.05950072250136251,High,8,high
eta_SI,0.07741224957256315,0.07693474793296913,0.013748928220803737,0.051220178296708274,0.10491390914871296,0.05,0.02741224957256315,0.02741224957256315,FALSE,0.053693730852004684,High,8,high
eta_SR,0.07519069907345538,0.07509500287334364,0.012764314930546281,0.04855460073167155,0.0973962914269581,0.08,-0.004809300926544621,0.004809300926544621,TRUE,0.04884169069528655,High,8,high
eta_SS,0.07111817711358172,0.07221475365767693,0.011966008418353265,0.04685065498824793,0.09294581895285609,0.08,-0.008881822886418284,0.008881822886418284,TRUE,0.04609516396460815,High,8,high
gamma,0.23972193869508207,0.23644275385286787,0.057413039913914096,0.12954321961695758,0.3377300405318436,0.25,-0.01027806130491793,0.01027806130491793,TRUE,0.208186820914886,High,8,high
kappa,0.3941448648045596,0.3835714752196543,0.07006041373201088,0.2866814832118352,0.5598168025788233,0.4,-0.005855135195440397,0.005855135195440397,TRUE,0.2731353193669881,High,8,high
p_E,0.5793088629954074,0.5770870641433565,0.04917021536609627,0.47881827721599796,0.6686016086394172,0.6,-0.020691137004592575,0.020691137004592575,TRUE,0.18978333142341924,High,8,high
p_I,0.845749307356449,0.8456807914013755,0.02950273505579909,0.7906390463005882,0.8974270874702158,0.85,-0.004250692643550935,0.004250692643550935,TRUE,0.10678804116962759,High,8,high
s,0.8992283489902108,0.8983195936971762,0.010360515329757748,0.8810021766165532,0.9217471885799255,0.9,-7.716510097892648e-4,7.716510097892648e-4,TRUE,0.040745011963372324,High,8,high
tau_EE,0.0741825622722018,0.07263924111384415,0.01258357841508821,0.050761628448638324,0.09846373682549031,0.03,0.0441825622722018,0.0441825622722018,FALSE,0.04770210837685199,High,8,high
tau_EI,0.07737939681877162,0.07639913472414814,0.015105606592243623,0.04901672044999554,0.10846111182229395,0.03,0.047379396818771624,0.047379396818771624,FALSE,0.059444391372298414,High,8,high
tau_ER,0.07475624922718768,0.07375497633152578,0.01348517830863709,0.050126009172295635,0.10136521233565783,0.03,0.04475624922718768,0.04475624922718768,FALSE,0.051239203163362196,High,8,high
tau_II,0.07595896642349254,0.07456442143845496,0.014014821169462297,0.05327912760316817,0.10428743017125275,0.07,0.005958966423492529,0.005958966423492529,TRUE,0.05100830256808458,High,8,high
tau_IR,0.07536431174855665,0.07518156361284127,0.013113676846773259,0.05454048242964113,0.10334351166249842,0.03,0.04536431174855665,0.04536431174855665,FALSE,0.04880302923285729,High,8,high
tau_RR,0.07320921003632148,0.07159430249725192,0.01205710302294464,0.05275319171921994,0.0955886240469294,0.03,0.043209210036321485,0.043209210036321485,FALSE,0.04283543232770946,High,8,high
tau_SE,0.07524722559784304,0.07432313038484098,0.013219551638662364,0.05080185405807287,0.10290307693777484,0.03,0.04524722559784304,0.04524722559784304,FALSE,0.05210122287970197,High,8,high
tau_SI,0.07501592048496009,0.07566293760356102,0.013899770044777226,0.04691024864438928,0.10398056885447574,0.06,0.015015920484960088,0.015015920484960088,TRUE,0.057070320210086456,High,8,high
tau_SR,0.07334467877031502,0.07341572190083819,0.013141668028479572,0.05134015329431348,0.1015978414722046,0.03,0.04334467877031502,0.04334467877031502,FALSE,0.05025768817789112,High,8,high
tau_SS,0.07591758523359854,0.07480217132215697,0.01438047586696849,0.05086342512533433,0.1090244711809209,0.03,0.04591758523359854,0.04591758523359854,FALSE,0.05816104605558657,High,8,high
xi,0.05896622479258989,0.05917841824813838,0.01527409095656844,0.027942787576660553,0.096228149147867,0.05,0.008966224792589884,0.008966224792589884,TRUE,0.06828536157120645,High,8,high
beta,0.276793919103225,0.27583225633473213,0.043214345707876044,0.19806128855534785,0.3579347245508536,0.3,-0.023206080896775005,0.023206080896775005,TRUE,0.15987343599550577,High,9,low
c,0.9494811066878075,0.9496169963007093,0.0061258595902170645,0.9358333569942587,0.9608706035108752,0.95,-5.188933121924588e-4,5.188933121924588e-4,TRUE,0.02503724651661643,High,9,low
eta_EE,0.07496571816012826,0.07455099426266772,0.012817534832974823,0.04815052710939208,0.10059621286384866,0.08,-0.005034281839871743,0.005034281839871743,TRUE,0.052445685754456586,High,9,low
eta_EI,0.07446790084607857,0.07272326459015824,0.013956119561491368,0.05338413226144019,0.102605723814514,0.08,-0.00553209915392143,0.00553209915392143,TRUE,0.049221591553073804,High,9,low
eta_ER,0.07639421469658804,0.07578137420104353,0.012569136195230155,0.05368866185565057,0.10240284092801222,0.08,-0.0036057853034119625,0.0036057853034119625,TRUE,0.04871417907236165,High,9,low
eta_II,0.07813674942105425,0.07791362984891831,0.012966777492774594,0.05622880662139258,0.10497575931425991,0.04,0.03813674942105425,0.03813674942105425,FALSE,0.04874695269286733,High,9,low
eta_IR,0.07678282177499257,0.07609200385344274,0.0125015736862955,0.055250910427410455,0.10004828752549216,0.08,-0.0032171782250074304,0.0032171782250074304,TRUE,0.04479737709808171,High,9,low
eta_RR,0.07764756724675902,0.07580530589705295,0.013892290722630525,0.0548460897507666,0.1086575834858259,0.08,-0.002352432753240985,0.002352432753240985,TRUE,0.05381149373505929,High,9,low
eta_SE,0.07701753397047566,0.07721094095977374,0.012684031653241772,0.05434414657184937,0.10157704339780362,0.08,-0.0029824660295243444,0.0029824660295243444,TRUE,0.047232896825954246,High,9,low
eta_SI,0.07323539850114798,0.07224153666391077,0.012422990222573147,0.05299221421815296,0.09855581537486388,0.05,0.023235398501147975,0.023235398501147975,FALSE,0.045563601156710924,High,9,low
eta_SR,0.07496865027356,0.07585297570975251,0.01290851535192856,0.04841901746811766,0.10078274329370557,0.08,-0.005031349726439996,0.005031349726439996,TRUE,0.05236372582558791,High,9,low
eta_SS,0.07742903014468007,0.0750413949632108,0.013745311575888042,0.0559110866069146,0.10611901889675561,0.08,-0.0025709698553199323,0.0025709698553199323,TRUE,0.05020793228984101,High,9,low
gamma,0.3309171454465386,0.3409234344218012,0.07453024186195455,0.18452605779908493,0.45118341497869185,0.25,0.08091714544653861,0.08091714544653861,TRUE,0.2666573571796069,High,9,low
kappa,0.4235540339774457,0.4040555652143,0.10950761328776437,0.2630486165252043,0.6183539469797555,0.4,0.023554033977445654,0.023554033977445654,TRUE,0.35530533045455126,High,9,low
p_E,0.6281336219798167,0.6303187205724506,0.034620848550212226,0.5538121833089438,0.6820793188654943,0.6,0.028133621979816725,0.028133621979816725,TRUE,0.12826713555655056,High,9,low
p_I,0.8487111906336682,0.8511919872856801,0.023894809959135493,0.7962052789489752,0.8911977675595885,0.85,-0.0012888093663318,0.0012888093663318,TRUE,0.09499248861061327,High,9,low
s,0.8996452490357455,0.8993584152562701,0.009300298567056789,0.8782367786755519,0.9190575518222137,0.9,-3.5475096425452435e-4,3.5475096425452435e-4,TRUE,0.04082077314666177,High,9,low
tau_EE,0.07455442230174343,0.07383706415784415,0.013340116319656824,0.049219434180164896,0.10575237997787439,0.03,0.04455442230174343,0.04455442230174343,FALSE,0.05653294579770949,High,9,low
tau_EI,0.07523526666255363,0.07417725868634442,0.013478785177989101,0.04920990065425268,0.10544348139490199,0.03,0.04523526666255363,0.04523526666255363,FALSE,0.05623358074064931,High,9,low
tau_ER,0.07794678977959987,0.07742078872271399,0.014080417685022497,0.0518432259313292,0.1043419673821173,0.03,0.047946789779599874,0.047946789779599874,FALSE,0.0524987414507881,High,9,low
tau_II,0.07589748554771462,0.07656406146609981,0.012590845185316656,0.0524746016102794,0.10113246857346034,0.07,0.005897485547714618,0.005897485547714618,TRUE,0.04865786696318094,High,9,low
tau_IR,0.07458696567224628,0.07228750963561316,0.011555406824301387,0.053942343286894845,0.09806253814122848,0.03,0.04458696567224628,0.04458696567224628,FALSE,0.04412019485433363,High,9,low
tau_RR,0.07571769033247108,0.07445452099889688,0.012328577948188615,0.052708746966048506,0.09991689504871608,0.03,0.045717690332471084,0.045717690332471084,FALSE,0.04720814808266757,High,9,low
tau_SE,0.07615105917535321,0.0747321488622421,0.014351742806619083,0.053878681392762175,0.10929800511753926,0.03,0.04615105917535321,0.04615105917535321,FALSE,0.055419323724777085,High,9,low
tau_SI,0.0786171169923935,0.07802439406761859,0.015085955611058738,0.050855875789267174,0.11220541593981379,0.06,0.018617116992393504,0.018617116992393504,TRUE,0.06134954015054661,High,9,low
tau_SR,0.07174763861594456,0.07110277747629609,0.012618886686232523,0.05052147108474772,0.10012037923483481,0.03,0.04174763861594456,0.04174763861594456,FALSE,0.04959890815008709,High,9,low
tau_SS,0.07545459027681536,0.07434247306383016,0.015143871777732852,0.05077955347270961,0.10804447807253802,0.03,0.045454590276815365,0.045454590276815365,FALSE,0.057264924599828404,High,9,low
xi,0.06129074093909242,0.060542074798660736,0.018250221622382153,0.03204876569137919,0.10677725598964043,0.05,0.011290740939092415,0.011290740939092415,TRUE,0.07472849029826123,High,9,low
beta,0.2954794398609478,0.2916890899307638,0.05483591758149764,0.20054657697148634,0.4070428171348199,0.3,-0.0045205601390521655,0.0045205601390521655,TRUE,0.20649624016333354,High,9,medium
c,0.9504765322893932,0.9508232729566165,0.006298641254386442,0.9379420186618971,0.9602877120865587,0.95,4.765322893932611e-4,4.765322893932611e-4,TRUE,0.02234569342466164,High,9,medium
eta_EE,0.07577331931825439,0.07463119961026694,0.012315735459024446,0.05413670543424723,0.1049568047854456,0.08,-0.004226680681745615,0.004226680681745615,TRUE,0.05082009935119837,High,9,medium
eta_EI,0.07566109075604244,0.07504598153871883,0.012827555045196214,0.05337419548287173,0.10213640873842902,0.08,-0.004338909243957564,0.004338909243957564,TRUE,0.048762213255557296,High,9,medium
eta_ER,0.07674304166289851,0.07664535622468321,0.013262404345123067,0.05260350901719256,0.10523033471180204,0.08,-0.00325695833710149,0.00325695833710149,TRUE,0.05262682569460948,High,9,medium
eta_II,0.07495219297432522,0.0747705979372351,0.0120430308563526,0.04882520446528954,0.10180277653095053,0.04,0.03495219297432522,0.03495219297432522,FALSE,0.05297757206566099,High,9,medium
eta_IR,0.07544891536079812,0.07518645151847957,0.01241567183356142,0.052239307800325305,0.10049142675063105,0.08,-0.004551084639201883,0.004551084639201883,TRUE,0.04825211895030575,High,9,medium
eta_RR,0.07554405117555965,0.07658799210208105,0.012526486449947284,0.04942514618970667,0.10228058502477406,0.08,-0.0044559488244403506,0.0044559488244403506,TRUE,0.052855438835067395,High,9,medium
eta_SE,0.0755271683629609,0.0768914266313119,0.012781789083688691,0.048857148598625055,0.09892186802016129,0.08,-0.004472831637039099,0.004472831637039099,TRUE,0.05006471942153623,High,9,medium
eta_SI,0.07738727761523509,0.07467651087699996,0.012956783211003419,0.0574717474055212,0.10112649282271148,0.05,0.027387277615235087,0.027387277615235087,FALSE,0.043654745417190284,High,9,medium
eta_SR,0.07547301112276299,0.07344449253660984,0.011971199687556472,0.05433671037505976,0.09933831827932932,0.08,-0.004526988877237015,0.004526988877237015,TRUE,0.04500160790426956,High,9,medium
eta_SS,0.07548393809429751,0.07445996588725091,0.012112736674276207,0.056621979818918644,0.10133740749688021,0.08,-0.004516061905702487,0.004516061905702487,TRUE,0.044715427677961564,High,9,medium
gamma,0.28639446630290094,0.2778261440658741,0.0652155984371461,0.17508681897807427,0.4483149669558328,0.25,0.03639446630290094,0.03639446630290094,TRUE,0.2732281479777585,High,9,medium
kappa,0.3866261917793715,0.3868430123009659,0.07488744830016617,0.2522980315088873,0.5441686656198504,0.4,-0.013373808220628502,0.013373808220628502,TRUE,0.29187063411096315,High,9,medium
p_E,0.6095975455942382,0.6055565565912626,0.05400184391297373,0.5153767320764706,0.7402242690332329,0.6,0.0095975455942382,0.0095975455942382,TRUE,0.2248475369567623,High,9,medium
p_I,0.839211408487958,0.839852197169374,0.03336293329588109,0.7679964953807409,0.8989153295762081,0.85,-0.010788591512041923,0.010788591512041923,TRUE,0.13091883419546724,High,9,medium
s,0.898637395886978,0.8989695464327739,0.010606710862386189,0.8757872309090343,0.9161404674021802,0.9,-0.0013626041130220257,0.0013626041130220257,TRUE,0.04035323649314593,High,9,medium
tau_EE,0.07445213679043726,0.07416918892598207,0.01487622649667736,0.05091838952445024,0.10910279656307262,0.03,0.04445213679043726,0.04445213679043726,FALSE,0.05818440703862238,High,9,medium
tau_EI,0.07251220704228464,0.07276276646591791,0.0142096586717377,0.046487582574579966,0.10132049437489682,0.03,0.042512207042284644,0.042512207042284644,FALSE,0.05483291180031685,High,9,medium
tau_ER,0.07767655759933678,0.07567957871456622,0.014280514168719666,0.05422454565293164,0.10850037756266313,0.03,0.04767655759933678,0.04767655759933678,FALSE,0.054275831909731495,High,9,medium
tau_II,0.07338389491146884,0.07312836358246722,0.011751489617008757,0.05085643098859688,0.09952757311454212,0.07,0.0033838949114688294,0.0033838949114688294,TRUE,0.04867114212594524,High,9,medium
tau_IR,0.07611513633635067,0.07487225711691146,0.013067020054728049,0.05448567030726251,0.10550799848252151,0.03,0.04611513633635067,0.04611513633635067,FALSE,0.05102232817525901,High,9,medium
tau_RR,0.07602605021820462,0.07673337644798496,0.013733869574308675,0.051156639608695806,0.10354838776135582,0.03,0.04602605021820462,0.04602605021820462,FALSE,0.05239174815266001,High,9,medium
tau_SE,0.07458115020094223,0.07369582729253266,0.013544249174411853,0.051912498088297815,0.10198934121324972,0.03,0.044581150200942235,0.044581150200942235,FALSE,0.050076843124951906,High,9,medium
tau_SI,0.07694683167919923,0.07651585194656182,0.014686713641157138,0.05039923123052555,0.11005911112805883,0.06,0.016946831679199234,0.016946831679199234,TRUE,0.059659879897533276,High,9,medium
tau_SR,0.0773226379433756,0.07560327907039158,0.014780937272914992,0.05186605011684164,0.109129498652608,0.03,0.0473226379433756,0.0473226379433756,FALSE,0.05726344853576636,High,9,medium
tau_SS,0.07886732034545309,0.07671882696017074,0.015213821931813693,0.054737718263143,0.11290564455288976,0.03,0.04886732034545309,0.04886732034545309,FALSE,0.05816792628974676,High,9,medium
xi,0.06122719701251129,0.06105733043717916,0.018123911194930974,0.026465515619450673,0.09878516498770548,0.05,0.011227197012511285,0.011227197012511285,TRUE,0.0723196493682548,High,9,medium
beta,0.2995850454257522,0.2933125802233155,0.06358880639252726,0.18196977260383299,0.44256063079363406,0.3,-4.1495457424778337e-4,4.1495457424778337e-4,TRUE,0.2605908581898011,High,9,high
c,0.9493954663347016,0.9498928756917475,0.005888277637578622,0.9369886029640642,0.9603269928837359,0.95,-6.045336652983346e-4,6.045336652983346e-4,TRUE,0.023338389919671743,High,9,high
eta_EE,0.07539688712690688,0.07543558555123041,0.012929374475428863,0.054420505521142123,0.10228871130859032,0.08,-0.004603112873093118,0.004603112873093118,TRUE,0.0478682057874482,High,9,high
eta_EI,0.07495936600490653,0.074232920996518445,0.013326656349668202,0.05086797725849408,0.10435631203414031,0.08,-0.005040633995093469,0.005040633995093469,TRUE,0.053488334775646226,High,9,high
eta_ER,0.07703449567160055,0.0765882421979447,0.012879177234958399,0.05379132736724449,0.10508007309890566,0.08,-0.002965504328399454,0.002965504328399454,TRUE,0.051288745731661166,High,9,high
eta_II,0.07806903741521169,0.07717732236073808,0.013949224498058115,0.054077604904645006,0.10697532589797294,0.04,0.03806903741521169,0.03806903741521169,FALSE,0.052897720993327936,High,9,high
eta_IR,0.0769175699618251,0.07683162070509217,0.013876171147293632,0.05419501798622697,0.10687890225345324,0.08,-0.003082430038174905,0.003082430038174905,TRUE,0.05268388426722627,High,9,high
eta_RR,0.0738355514400712,0.07243246502552951,0.013339568673327274,0.04746507706028395,0.10132452264538006,0.08,-0.006164448559928801,0.006164448559928801,TRUE,0.0538594455850961,High,9,high
eta_SE,0.07473598985730218,0.07456329274721146,0.013211423595797456,0.051200099816306584,0.10278534011248414,0.08,-0.005264010142697825,0.005264010142697825,TRUE,0.05158524029617755,High,9,high
eta_SI,0.07483142430096346,0.07387521171666374,0.013964652130600708,0.04811543265847097,0.1028005799456574,0.05,0.024831424300963453,0.024831424300963453,TRUE,0.05468514728718643,High,9,high
eta_SR,0.07771472824370142,0.07714093862637511,0.012402165639455847,0.055579477639565104,0.10089221057254533,0.08,-0.0022852717562985847,0.0022852717562985847,TRUE,0.04531273293298022,High,9,high
eta_SS,0.07576873840979369,0.0761215315489208,0.013780183338903481,0.04713471437226531,0.09912349136710667,0.08,-0.004231261590206314,0.004231261590206314,TRUE,0.05198877699484136,High,9,high
gamma,0.28143636970654146,0.2589053089266421,0.08442012374929414,0.15945421675540566,0.4660547437130999,0.25,0.031436369706541456,0.031436369706541456,TRUE,0.30660052695769424,High,9,high
kappa,0.3690313996126112,0.36622064743738975,0.06499293098066275,0.24401152094719764,0.5003437863347123,0.4,-0.0309686003873888,0.0309686003873888,TRUE,0.2563322653875147,High,9,high
p_E,0.6088129355359871,0.6088236417373997,0.04535937590518335,0.5163144360726627,0.6851506607696813,0.6,0.008812935535987165,0.008812935535987165,TRUE,0.16883622469701864,High,9,high
p_I,0.8362294406818063,0.8389112003752391,0.02982349763923554,0.7840683387978157,0.8950303975224315,0.85,-0.01377055931819371,0.01377055931819371,TRUE,0.11096205872461584,High,9,high
s,0.9002485666995533,0.9005738903466234,0.009538253866282306,0.880436465233283,0.91715301579001,0.9,2.485666995533098e-4,2.485666995533098e-4,TRUE,0.03671655055672696,High,9,high
tau_EE,0.07726348432346866,0.07526147199811094,0.014248534003456591,0.052415927284947074,0.10411924641970198,0.03,0.04726348432346866,0.04726348432346866,FALSE,0.051703319134754906,High,9,high
tau_EI,0.07423527559142405,0.07408159714593734,0.01210475362461297,0.05215972088998083,0.10018157121848695,0.03,0.04423527559142405,0.04423527559142405,FALSE,0.048021850328506116,High,9,high
tau_ER,0.07546381836061082,0.07471688871037593,0.013768124951812004,0.05059067954426506,0.1013904581231203,0.03,0.04546381836061082,0.04546381836061082,FALSE,0.05079977857885523,High,9,high
tau_II,0.07526665381350538,0.07474692465412121,0.012829792782940927,0.054613152898339144,0.0994594398101512,0.07,0.00526665381350537,0.00526665381350537,TRUE,0.04484628691181206,High,9,high
tau_IR,0.07620038728650429,0.07471504904713759,0.01579746430344943,0.05132314661912918,0.11674486044656396,0.03,0.04620038728650429,0.04620038728650429,FALSE,0.06542171382743478,High,9,high
tau_RR,0.07405118177918069,0.07326425576317058,0.01251330453277296,0.051953520104985614,0.0981438391003317,0.03,0.04405118177918069,0.04405118177918069,FALSE,0.046190318995346084,High,9,high
tau_SE,0.07589927704834194,0.07346642072918765,0.014412323155781729,0.05359672163187313,0.1054980290974584,0.03,0.045899277048341944,0.045899277048341944,FALSE,0.051901307465585265,High,9,high
tau_SI,0.07400133140316875,0.07369968967966489,0.013242163688493788,0.05206914341361621,0.09723315300972277,0.06,0.014001331403168754,0.014001331403168754,TRUE,0.04516400959610656,High,9,high
tau_SR,0.07517550246592036,0.07328462056753222,0.013481027115928971,0.049834251334950896,0.10121980957077423,0.03,0.045175502465920364,0.045175502465920364,FALSE,0.05138555823582333,High,9,high
tau_SS,0.07609977760653822,0.07595327262618702,0.012598056546073565,0.05300155420796191,0.1000448762224327,0.03,0.04609977760653822,0.04609977760653822,FALSE,0.04704332201447079,High,9,high
xi,0.06497959421438737,0.06185287895137756,0.019984905561810828,0.03351337687761687,0.10477913337640689,0.05,0.014979594214387368,0.014979594214387368,TRUE,0.07126575649879002,High,9,high
beta,0.29827662697351814,0.29594577439484304,0.07245471532460611,0.17663210967985563,0.4358222400533292,0.3,-0.0017233730264818448,0.0017233730264818448,TRUE,0.2591901303734736,High,10,low
c,0.9504800619975167,0.9505512851961407,0.005872404615721845,0.9392782325397927,0.9615094152709486,0.95,4.8006199751671197e-4,4.8006199751671197e-4,TRUE,0.022231182731155874,High,10,low
eta_EE,0.0756176360442277,0.07471237646433887,0.013158305651713014,0.05271998497106975,0.10316877318274836,0.08,-0.004382363955772295,0.004382363955772295,TRUE,0.050448788211678613,High,10,low
eta_EI,0.07693374109063308,0.07749761644527861,0.013654072890621462,0.04930476476362166,0.10434693949255056,0.08,-0.0030662589093669174,0.0030662589093669174,TRUE,0.055042174728928896,High,10,low
eta_ER,0.07861313513637591,0.07978705144553824,0.013752142006936221,0.05249969912530496,0.10597676264013035,0.08,-0.0013868648636240904,0.0013868648636240904,TRUE,0.053477063514825396,High,10,low
